GONo	ABNo	Time	Vb [m3]	VbT [m3]	Vm [m3]	VmT [m3]	p.Day [ bar]	T.Day [{C]	K.Day	C.Day	St.2	St.4	St.7	St.6	StSy	Ev	Check
12726	532	2025-01-04,06:00:00	984300.8112	984300.8112	518251	518251	1.97941	23.25	0.99834	1.89828	0	14	0	0	15	0x8103	CRC Ok
12750	533	2025-01-05,06:00:00	995276.1586	995276.1586	524121	524121	1.97955	23.61	0.99836	1.89607	0	14	0	0	15	0x8103	CRC Ok
12774	534	2025-01-06,06:00:00	1006741.4362	1006741.4362	529924	529924	2.07462	23.77	0.99819	1.98618	0	14	0	0	15	0x8103	CRC Ok
12798	535	2025-01-07,06:00:00	1017933.5476	1017933.5476	535621	535621	2.0669	24.04	0.99821	1.97697	0	14	0	0	15	0x8103	CRC Ok
12822	536	2025-01-08,06:00:00	1028881.7037	1028881.7037	541262	541262	2.04944	24	0.99824	1.96053	0	14	0	0	15	0x8103	CRC Ok
12846	537	2025-01-09,06:00:00	1040217.8225	1040217.8225	547161	547161	2.0201	23.48	0.99828	1.9358	0	14	0	0	15	0x8103	CRC Ok
12870	538	2025-01-10,06:00:00	1051318.3785	1051318.3785	552991	552991	2.00586	23.42	0.9983	1.92259	0	14	0	0	15	0x8103	CRC Ok
12894	539	2025-01-11,06:00:00	1062793.8779	1062793.8779	558758	558758	2.0876	23.34	0.99814	2.00166	0	14	0	0	15	0x8103	CRC Ok
12918	540	2025-01-12,06:00:00	1073889.5816	1073889.5816	564282	564282	2.10488	23.21	0.9981	2.01918	0	14	0	0	15	0x8103	CRC Ok
12942	541	2025-01-13,06:00:00	1084681.3152	1084681.3152	569933	569933	2.01395	23.88	0.99831	1.92726	0	14	0	0	15	0x8103	CRC Ok
12966	542	2025-01-14,06:00:00	1095570.914	1095570.914	575956	575956	1.9176	24.04	0.9985	1.83379	0	14	0	0	15	0x8103	CRC Ok
12990	543	2025-01-15,06:00:00	1106399.5798	1106399.5798	581561	581561	2.04788	23.89	0.99824	1.95975	0	14	0	0	15	0x8103	CRC Ok
13014	544	2025-01-16,06:00:00	1118067.0727	1118067.0727	587494	587494	2.06996	23.77	0.99819	1.98178	0	14	0	0	15	0x8103	CRC Ok
13038	545	2025-01-17,06:00:00	1129188.5579	1129188.5579	593126	593126	2.078	23.83	0.99818	1.98903	0	14	0	0	15	0x8103	CRC Ok
13062	546	2025-01-18,06:00:00	1139401.5556	1139401.5556	598238	598238	2.10447	23.59	0.99812	2.01618	0	14	0	0	15	0x8103	CRC Ok
13086	547	2025-01-19,06:00:00	1150876.897	1150876.897	603992	603992	2.09089	23.72	0.99815	2.0022	0	14	0	0	15	0x8103	CRC Ok
13110	548	2025-01-20,06:00:00	1162731.8357	1162731.8357	610115	610115	2.04585	23.79	0.99824	1.9585	0	14	0	0	15	0x8103	CRC Ok
13134	549	2025-01-21,06:00:00	1173691.0582	1173691.0582	615819	615819	2.02583	23.73	0.99828	1.93969	0	14	0	0	15	0x8103	CRC Ok
13158	550	2025-01-22,06:00:00	1184705.6048	1184705.6048	621518	621518	2.03436	23.84	0.99827	1.94706	0	14	0	0	15	0x8103	CRC Ok
13182	551	2025-01-23,06:00:00	1195452.497	1195452.497	627241	627241	1.98982	23.7	0.99835	1.90535	0	14	0	0	15	0x8103	CRC Ok
13206	552	2025-01-24,06:00:00	1206662.9707	1206662.9707	633158	633158	1.9983	23.46	0.99832	1.91499	0	14	0	0	15	0x8103	CRC Ok
13230	553	2025-01-25,06:00:00	1217978.2204	1217978.2204	638875	638875	2.07409	23.31	0.99816	1.98884	0	14	0	0	15	0x8103	CRC Ok
13254	554	2025-01-26,06:00:00	1229377.8263	1229377.8263	644780	644780	2.03206	23.51	0.99826	1.94707	0	14	0	0	15	0x8103	CRC Ok
13278	555	2025-01-27,06:00:00	1240189.5932	1240189.5932	650702	650702	1.94891	23.57	0.99842	1.86689	0	14	0	0	15	0x8103	CRC Ok
13302	556	2025-01-28,06:00:00	1251127.4008	1251127.4008	656728	656728	1.92772	23.65	0.99846	1.84595	0	14	0	0	15	0x8103	CRC Ok
13326	557	2025-01-29,06:00:00	1262140.3665	1262140.3665	662787	662787	1.92722	23.77	0.99847	1.84471	0	14	0	0	15	0x8103	CRC Ok
13350	558	2025-01-30,06:00:00	1272986.9908	1272986.9908	668742	668742	1.93464	23.9	0.99847	1.85101	0	14	0	0	15	0x8103	CRC Ok
13374	559	2025-01-31,06:00:00	1284192.5986	1284192.5986	674751	674751	1.97808	24.05	0.99838	1.89169	0	14	0	0	15	0x8103	CRC Ok
13398	560	2025-02-01,06:00:00	1294202.8513	1294202.8513	679780	679780	2.09506	23.73	0.99814	2.00611	0	14	0	0	15	0x8103	CRC Ok
13422	561	2025-02-02,06:00:00	1305579.7087	1305579.7087	685490	685490	2.08711	23.58	0.99816	1.99946	0	14	0	0	15	0x8103	CRC Ok
13446	562	2025-02-03,06:00:00	1312161.4364	1312161.4364	688793	688793	2.117	23.93	0.9981	2.02584	0	14	0	0	15	0x8103	CRC Ok
13470	563	2025-02-04,06:00:00	1323391.1085	1323391.1085	694457	694457	2.0808	24.02	0.99819	1.99043	0	14	0	0	15	0x8103	CRC Ok
13494	564	2025-02-05,06:00:00	1334228.3855	1334228.3855	700058	700058	2.04671	24.09	0.99826	1.95725	0	14	0	0	15	0x8103	CRC Ok
13518	565	2025-02-06,06:00:00	1344844.3987	1344844.3987	705676	705676	2.00381	24.42	0.99835	1.91395	0	14	0	0	15	0x8103	CRC Ok
13542	566	2025-02-07,06:00:00	1355985.8907	1355985.8907	711537	711537	2.01707	24.59	0.99833	1.92554	0	14	0	0	15	0x8103	CRC Ok
13566	567	2025-02-08,06:00:00	1367266.9694	1367266.9694	717195	717195	2.09338	24.11	0.99817	2.00192	0	14	0	0	15	0x8103	CRC Ok
13590	568	2025-02-09,06:00:00	1378770.0072	1378770.0072	722965	722965	2.09196	23.97	0.99816	2.00148	0	14	0	0	15	0x8103	CRC Ok
13614	569	2025-02-10,06:00:00	1389767.166	1389767.166	728562	728562	2.06907	24.06	0.99821	1.97891	0	14	0	0	15	0x8103	CRC Ok
13638	570	2025-02-11,06:00:00	1399144.7339	1399144.7339	733459	733459	2.04238	24.3	0.99827	1.95172	0	14	0	0	15	0x8103	CRC Ok
13662	571	2025-02-12,06:00:00	1408718.5499	1408718.5499	738641	738641	1.98178	24.63	0.9984	1.89147	0	14	0	0	15	0x8103	CRC Ok
13686	572	2025-02-13,06:00:00	1419193.499	1419193.499	744465	744465	1.93764	24.94	0.9985	1.84724	0	14	0	0	15	0x8103	CRC Ok
13710	573	2025-02-14,06:00:00	1430165.8571	1430165.8571	750454	750454	1.95554	25.13	0.99848	1.86318	0	14	0	0	15	0x8103	CRC Ok
13734	574	2025-02-15,06:00:00	1440371.6653	1440371.6653	755640	755640	2.08075	24.51	0.9982	1.9871	0	14	0	0	15	0x8103	CRC Ok
13758	575	2025-02-16,06:00:00	1448690.0876	1448690.0876	759824	759824	2.11345	24.41	0.99814	2.01919	0	14	0	0	15	0x8103	CRC Ok
13782	576	2025-02-17,06:00:00	1458641.3478	1458641.3478	764830	764830	2.10794	24.69	0.99817	2.01186	0	14	0	0	15	0x8103	CRC Ok
13806	577	2025-02-18,06:00:00	1470065.4016	1470065.4016	770610	770610	2.0876	24.98	0.99822	1.99042	0	14	0	0	15	0x8103	CRC Ok
13830	578	2025-02-19,06:00:00	1481464.4521	1481464.4521	776620	776620	2.00984	25.38	0.99838	1.91345	0	14	0	0	15	0x8103	CRC Ok
13854	579	2025-02-20,06:00:00	1492241.9316	1492241.9316	782536	782536	1.94622	25.67	0.99852	1.85092	0	14	0	0	15	0x8103	CRC Ok
13878	580	2025-02-21,06:00:00	1502480.867	1502480.867	788265	788265	1.92278	25.79	0.99857	1.82787	0	14	0	0	15	0x8103	CRC Ok
13902	581	2025-02-22,06:00:00	1512502.4276	1512502.4276	793309	793309	2.11153	25.39	0.99819	2.01057	0	14	0	0	15	0x8103	CRC Ok
13926	582	2025-02-23,06:00:00	1524108.9771	1524108.9771	799142	799142	2.10096	24.81	0.99819	2.00441	0	14	0	0	15	0x8103	CRC Ok
13950	583	2025-02-24,06:00:00	1535567.2579	1535567.2579	804944	804944	2.08773	25	0.99822	1.99041	0	14	0	0	15	0x8103	CRC Ok
13974	584	2025-02-25,06:00:00	1546386.8198	1546386.8198	810950	810950	1.92684	25.58	0.99855	1.83303	0	14	0	0	15	0x8103	CRC Ok
13998	585	2025-02-26,06:00:00	1556772.5844	1556772.5844	816867	816867	1.89506	25.78	0.99862	1.80146	0	14	0	0	15	0x8103	CRC Ok
14022	586	2025-02-27,06:00:00	1567553.452	1567553.452	823048	823048	1.87129	25.9	0.99867	1.77808	0	14	0	0	15	0x8103	CRC Ok
14046	587	2025-02-28,06:00:00	1577888.5012	1577888.5012	829088	829088	1.84344	26.07	0.99873	1.75041	0	14	0	0	15	0x8103	CRC Ok
14070	588	2025-03-01,06:00:00	1588490.8401	1588490.8401	835053	835053	1.91535	26.13	0.99859	1.81868	0	14	0	0	15	0x8103	CRC Ok
14094	589	2025-03-02,06:00:00	1599377.1563	1599377.1563	841117	841117	1.92231	26.41	0.99859	1.82354	0	14	0	0	15	0x8103	CRC Ok
14118	590	2025-03-03,06:00:00	1609913.6164	1609913.6164	846606	846606	2.05074	26.54	0.99836	1.94494	0	14	0	0	15	0x8103	CRC Ok
14142	591	2025-03-04,06:00:00	1618746.9996	1618746.9996	851076	851076	2.09942	26.61	0.99827	1.99072	0	14	0	0	15	0x8103	CRC Ok
14166	592	2025-03-05,06:00:00	1629485.8195	1629485.8195	856566	856566	2.07651	26.61	0.99832	1.96897	0	14	0	0	15	0x8103	CRC Ok
14190	593	2025-03-06,06:00:00	1639812.1988	1639812.1988	861828	861828	2.08759	26.81	0.99831	1.97812	0	14	0	0	15	0x8103	CRC Ok
14214	594	2025-03-07,06:00:00	1649746.1767	1649746.1767	867025	867025	2.04534	26.85	0.99838	1.93776	0	14	0	0	15	0x8103	CRC Ok
14238	595	2025-03-08,06:00:00	1656501.0423	1656501.0423	870439	870439	2.12211	26.57	0.99822	2.01269	0	14	0	0	15	0x8103	CRC Ok
14262	596	2025-03-09,06:00:00	1666406.2253	1666406.2253	875489	875489	2.095	26.79	0.99829	1.98534	0	14	0	0	15	0x8103	CRC Ok
14286	597	2025-03-10,06:00:00	1674090.3405	1674090.3405	879446	879446	2.08362	27.6	0.99834	1.96918	0	14	0	0	15	0x8103	CRC Ok
14310	598	2025-03-11,06:00:00	1684517.2229	1684517.2229	884841	884841	2.05937	27.62	0.9984	1.94603	0	14	0	0	15	0x8103	CRC Ok
14334	599	2025-03-12,06:00:00	1694379.2141	1694379.2141	890386	890386	1.90567	27.86	0.99868	1.79885	0	14	0	0	15	0x8103	CRC Ok
14358	600	2025-03-13,06:00:00	1705025.3827	1705025.3827	896035	896035	2.01435	28	0.99849	1.90082	0	14	0	0	15	0x8103	CRC Ok
14382	601	2025-03-14,06:00:00	1715706.3456	1715706.3456	901521	901521	2.08297	27.99	0.99837	1.96582	0	14	0	0	15	0x8103	CRC Ok
14406	602	2025-03-15,06:00:00	1723625.1724	1723625.1724	905561	905561	2.11067	27.71	0.9983	1.99413	0	14	0	0	15	0x8103	CRC Ok
14430	603	2025-03-16,06:00:00	1734008.6511	1734008.6511	910870	910870	2.07938	27.7	0.99837	1.96449	0	14	0	0	15	0x8103	CRC Ok
14454	604	2025-03-17,06:00:00	1744623.6739	1744623.6739	916320	916320	2.07359	28.21	0.99839	1.95558	0	14	0	0	15	0x8103	CRC Ok
14478	605	2025-03-18,06:00:00	1755123.515	1755123.515	921927	921927	2.00093	28.04	0.99852	1.8879	0	14	0	0	15	0x8103	CRC Ok
14502	606	2025-03-19,06:00:00	1765353.092	1765353.092	927596	927596	1.94202	28.7	0.99866	1.82802	0	14	0	0	15	0x8103	CRC Ok
14526	607	2025-03-20,06:00:00	1775831.306	1775831.306	933361	933361	1.9528	28.96	0.99864	1.8366	0	14	0	0	15	0x8103	CRC Ok
14550	608	2025-03-21,06:00:00	1785903.5083	1785903.5083	939031	939031	1.91652	28	0.99867	1.80821	0	14	0	0	15	0x8103	CRC Ok
14574	609	2025-03-22,06:00:00	1796095.6052	1796095.6052	944809	944809	1.89902	27.89	0.9987	1.79241	0	14	0	0	15	0x8103	CRC Ok
14598	610	2025-03-23,06:00:00	1806873.241	1806873.241	950558	950558	2.00464	27.41	0.99848	1.89545	0	14	0	0	15	0x8103	CRC Ok
14622	611	2025-03-24,06:00:00	1817562.8546	1817562.8546	956246	956246	2.01155	27.84	0.99849	1.89927	0	14	0	0	15	0x8103	CRC Ok
14646	612	2025-03-25,06:00:00	1828209.3708	1828209.3708	961841	961841	2.03231	28.01	0.99847	1.91778	0	14	0	0	15	0x8103	CRC Ok
14670	613	2025-03-26,06:00:00	1836685.2267	1836685.2267	966344	966344	2.05149	28.21	0.99843	1.93473	0	14	0	0	15	0x8103	CRC Ok
14694	614	2025-03-27,06:00:00	1846057.1402	1846057.1402	971121	971121	2.1098	27.45	0.99829	1.99491	0	14	0	0	15	0x8103	CRC Ok
14718	615	2025-03-28,06:00:00	1855965.9084	1855965.9084	976164	976164	2.1349	27.62	0.99826	2.01757	0	14	0	0	15	0x8103	CRC Ok
14742	616	2025-03-29,06:00:00	1865173.862	1865173.862	980878	980878	2.1275	27.64	0.99827	2.01041	0	14	0	0	15	0x8103	CRC Ok
14766	617	2025-03-30,06:00:00	1873051.2388	1873051.2388	984920	984920	2.17034	28.07	0.99821	2.04809	0	14	0	0	15	0x8103	CRC Ok
14790	618	2025-03-31,06:00:00	1879133.3679	1879133.3679	988044	988044	2.18326	28.8	0.99822	2.05529	0	14	0	0	15	0x8103	CRC Ok
14814	619	2025-04-01,06:00:00	1884016.5773	1884016.5773	990577	990577	2.08162	28.7	0.99841	1.95987	0	14	0	0	15	0x8103	CRC Ok
14838	620	2025-04-02,06:00:00	1889941.3895	1889941.3895	993656	993656	2.05194	28.61	0.99846	1.93242	0	14	0	0	15	0x8103	CRC Ok
14862	621	2025-04-03,06:00:00	1893697.393	1893697.393	995612	995612	1.80441	29.31	0.99892	1.69569	0	14	0	0	15	0x8103	CRC Ok
14886	622	2025-04-04,06:00:00	1899589.1422	1899589.1422	998731	998731	2.03828	30.04	0.99854	1.91035	0	14	0	0	15	0x8103	CRC Ok
14910	623	2025-04-05,06:00:00	1905938.4572	1905938.4572	1002155	1002155	2.01608	30.14	0.99859	1.88891	0	14	0	0	15	0x8103	CRC Ok
14934	624	2025-04-06,06:00:00	1915491.3913	1915491.3913	1007213	1007213	2.02949	29.76	0.99855	1.90401	0	14	0	0	15	0x8103	CRC Ok
14958	625	2025-04-07,06:00:00	1923438.0432	1923438.0432	1011329	1011329	2.05787	28.92	0.99846	1.93603	0	14	0	0	15	0x8103	CRC Ok
14982	626	2025-04-08,06:00:00	1931359.2319	1931359.2319	1015434	1015434	2.05751	29.15	0.99847	1.93417	0	14	0	0	15	0x8103	CRC Ok
15006	627	2025-04-09,06:00:00	1942776.104	1942776.104	1021438	1021438	2.02988	29.51	0.99853	1.90586	0	14	0	0	15	0x8103	CRC Ok
15030	628	2025-04-10,06:00:00	1953506.1648	1953506.1648	1027601	1027601	1.88309	29.81	0.9988	1.76589	0	14	0	0	15	0x8103	CRC Ok
15054	629	2025-04-11,06:00:00	1963666.229	1963666.229	1033829	1033829	1.77988	29.55	0.99898	1.67058	0	14	0	0	15	0x8103	CRC Ok
15078	630	2025-04-12,06:00:00	1974596.7936	1974596.7936	1039936	1039936	1.93051	29.61	0.99871	1.81175	0	14	0	0	15	0x8103	CRC Ok
15102	631	2025-04-13,06:00:00	1983866.3131	1983866.3131	1045244	1045244	1.91424	29.76	0.99875	1.79548	0	14	0	0	15	0x8103	CRC Ok
15128	632	2025-04-14,06:00:00	1994295.7833	1994295.7833	1051415	1051415	1.71581	29.91	0.9991	1.60793	0	14	0	0	15	0x8103	CRC Ok
15152	633	2025-04-15,06:00:00	2002502.4901	2002502.4901	1056035	1056035	1.95344	29.9	0.99869	1.83164	0	14	0	0	15	0x8103	CRC Ok
