GONo,ABNo,Time,Vb [m3],VbT [m3],Vm [m3],VmT [m3],Diffrence,p.MP  [ bar],p.MP  [ psig],T.MP [{C],K.MP,C.MP,St.2,St.4,St.7,St.6,StSy,Ev,Check
11621,11608,"2024-11-19,05:00:00",524411.6392,524411.6392,277356,277356,252,2.13527,16.26952903,27.8,0.99827,2.0167,0,14,0,0,15,0x8104,CRC Ok
11622,11609,"2024-11-19,06:00:00",524911.9484,524911.9484,277608,277608,242,2.119,16.0335522,27.86,0.99829,2.00092,0,14,0,0,15,0x8104,CRC Ok
11623,11610,"2024-11-19,07:00:00",525390.8679,525390.8679,277850,277850,283,2.12858,16.1724986,27.97,0.99829,2.00924,0,14,0,0,15,0x8104,CRC Ok
11624,11611,"2024-11-19,08:00:00",525949.2443,525949.2443,278133,278133,289,2.08658,15.563339,28.25,0.99837,1.96757,0,14,0,0,15,0x8104,CRC Ok
11625,11612,"2024-11-19,09:00:00",526517.7479,526517.7479,278422,278422,281,2.08649,15.56203366,28.42,0.99839,1.96634,0,14,0,0,15,0x8104,CRC Ok
11626,11613,"2024-11-19,10:00:00",527069.8128,527069.8128,278703,278703,285,2.07935,15.45847653,28.63,0.99841,1.9582,0,14,0,0,15,0x8104,CRC Ok
11627,11614,"2024-11-19,11:00:00",527614.1104,527614.1104,278988,278988,285,2.02927,14.73212623,28.78,0.9985,1.90994,0,14,0,0,15,0x8104,CRC Ok
11628,11615,"2024-11-19,12:00:00",528142.1197,528142.1197,279273,279273,282,1.96258,13.7648678,28.84,0.99861,1.84659,0,14,0,0,15,0x8104,CRC Ok
11629,11616,"2024-11-19,13:00:00",528658.9397,528658.9397,279555,279555,282,1.94978,13.57921916,28.9,0.99865,1.8341,0,14,0,0,15,0x8104,CRC Ok
11630,11617,"2024-11-19,14:00:00",529182.5938,529182.5938,279837,279837,283,1.97674,13.97024161,28.94,0.9986,1.85933,0,14,0,0,15,0x8104,CRC Ok
11631,11618,"2024-11-19,15:00:00",529725.2845,529725.2845,280120,280120,283,2.04002,14.88804208,28.95,0.9985,1.91896,0,14,0,0,15,0x8104,CRC Ok
11632,11619,"2024-11-19,16:00:00",530279.4554,530279.4554,280403,280403,284,2.07972,15.46384294,28.91,0.99843,1.95669,0,14,0,0,15,0x8104,CRC Ok
11633,11620,"2024-11-19,17:00:00",530835.6343,530835.6343,280687,280687,238,2.07868,15.44875898,28.86,0.99841,1.9561,0,14,0,0,15,0x8104,CRC Ok
11634,11621,"2024-11-19,18:00:00",531301.2071,531301.2071,280925,280925,0,2.10691,15.85820126,28.77,0.99837,1.9833,0,14,0,0,15,0x8104,CRC Ok
11635,11622,"2024-11-19,19:00:00",531301.2071,531301.2071,280925,280925,0,2.21621,17.4434666,28.5,0.99814,2.08855,0,14,0,0,15,0x8104,CRC Ok
11636,11623,"2024-11-19,20:00:00",531301.2071,531301.2071,280925,280925,0,2.13807,16.31013967,28.06,0.99826,2.01758,0,14,0,0,15,0x8104,CRC Ok
11637,11624,"2024-11-19,21:00:00",531301.2071,531301.2071,280925,280925,0,2.07255,15.35985069,27.64,0.99836,1.95835,0,14,0,0,15,0x8104,CRC Ok
11638,11625,"2024-11-19,22:00:00",531301.2071,531301.2071,280925,280925,0,2.06124,15.19581271,27.25,0.99838,1.9501,0,14,0,0,15,0x8104,CRC Ok
11639,11626,"2024-11-19,23:00:00",531301.2071,531301.2071,280925,280925,269,2.06213,15.20872109,26.89,0.99836,1.95332,0,14,0,0,15,0x8104,CRC Ok
11640,11627,"2024-11-20,00:00:00",531833.4229,531833.4229,281194,281194,288,2.09058,15.6213542,27.74,0.99834,1.97475,0,14,0,0,15,0x8104,CRC Ok
11641,11628,"2024-11-20,01:00:00",532403.7589,532403.7589,281482,281482,288,2.09389,15.66936178,28.21,0.99836,1.97478,0,14,0,0,15,0x8104,CRC Ok
11642,11629,"2024-11-20,02:00:00",532974.1302,532974.1302,281770,281770,289,2.09884,15.74115559,28.12,0.99835,1.97999,0,14,0,0,15,0x8104,CRC Ok
11643,11630,"2024-11-20,03:00:00",533546.2018,533546.2018,282059,282059,275,2.09879,15.7404304,28.04,0.99835,1.9805,0,14,0,0,15,0x8104,CRC Ok
11644,11631,"2024-11-20,04:00:00",534092.3245,534092.3245,282334,282334,267,2.11018,15.90562868,27.92,0.99831,1.99212,0,14,0,0,15,0x8104,CRC Ok
11645,11632,"2024-11-20,05:00:00",534623.7455,534623.7455,282601,282601,194,2.12093,16.06154453,27.88,0.9983,2.00257,0,14,0,0,15,0x8104,CRC Ok
11646,11633,"2024-11-20,06:00:00",535008.7972,535008.7972,282795,282795,252,2.15333,16.53146765,27.74,0.99822,2.03427,0,14,0,0,15,0x8104,CRC Ok
11647,11634,"2024-11-20,07:00:00",535507.3446,535507.3446,283047,283047,284,2.11964,16.04283463,27.96,0.9983,2.00084,0,14,0,0,15,0x8104,CRC Ok
11648,11635,"2024-11-20,08:00:00",536068.6496,536068.6496,283331,283331,285,2.09822,15.73216324,28.13,0.99835,1.9794,0,14,0,0,15,0x8104,CRC Ok
11649,11636,"2024-11-20,09:00:00",536630.4981,536630.4981,283616,283616,284,2.09481,15.68270528,28.3,0.99838,1.97496,0,14,0,0,15,0x8104,CRC Ok
11650,11637,"2024-11-20,10:00:00",537186.5725,537186.5725,283900,283900,280,2.08128,15.48646886,28.5,0.99839,1.96093,0,14,0,0,15,0x8104,CRC Ok
11651,11638,"2024-11-20,11:00:00",537725.2101,537725.2101,284180,284180,284,2.0452,14.96317176,28.63,0.99846,1.92594,0,14,0,0,15,0x8104,CRC Ok
11652,11639,"2024-11-20,12:00:00",538263.6651,538263.6651,284464,284464,285,2.01459,14.51921044,28.71,0.99852,1.89647,0,14,0,0,15,0x8104,CRC Ok
11653,11640,"2024-11-20,13:00:00",538808.4452,538808.4452,284749,284749,282,2.03081,14.75446208,28.79,0.9985,1.91129,0,14,0,0,15,0x8104,CRC Ok
11654,11641,"2024-11-20,14:00:00",539356.3941,539356.3941,285031,285031,283,2.06709,15.28065994,28.84,0.99845,1.9452,0,14,0,0,15,0x8104,CRC Ok
11655,11642,"2024-11-20,15:00:00",539908.2469,539908.2469,285314,285314,282,2.07597,15.40945369,28.84,0.99843,1.9536,0,14,0,0,15,0x8104,CRC Ok
11656,11643,"2024-11-20,16:00:00",540463.1357,540463.1357,285596,285596,283,2.08775,15.58030845,28.77,0.9984,1.96524,0,14,0,0,15,0x8104,CRC Ok
11657,11644,"2024-11-20,17:00:00",541020.9168,541020.9168,285879,285879,242,2.09417,15.67342285,28.71,0.99838,1.97167,0,14,0,0,15,0x8104,CRC Ok
11658,11645,"2024-11-20,18:00:00",541498.4553,541498.4553,286121,286121,0,2.12407,16.10708647,28.64,0.99832,2.00044,0,14,0,0,15,0x8104,CRC Ok
11659,11646,"2024-11-20,19:00:00",541498.4553,541498.4553,286121,286121,0,2.21613,17.44230629,28.35,0.99813,2.08952,0,14,0,0,15,0x8104,CRC Ok
11660,11647,"2024-11-20,20:00:00",541498.4553,541498.4553,286121,286121,0,2.13762,16.30361296,27.88,0.99826,2.01839,0,14,0,0,15,0x8104,CRC Ok
11661,11648,"2024-11-20,21:00:00",541498.4553,541498.4553,286121,286121,0,2.07179,15.3488278,27.39,0.99836,1.95923,0,14,0,0,15,0x8104,CRC Ok
11662,11649,"2024-11-20,22:00:00",541498.4553,541498.4553,286121,286121,0,2.0606,15.18653028,26.92,0.99837,1.95168,0,14,0,0,15,0x8104,CRC Ok
11663,11650,"2024-11-20,23:00:00",541498.4553,541498.4553,286121,286121,264,2.06166,15.20190431,26.51,0.99834,1.95543,0,14,0,0,15,0x8104,CRC Ok
11664,11651,"2024-11-21,00:00:00",542023.0877,542023.0877,286385,286385,254,2.09909,15.74478154,27.45,0.99832,1.98474,0,14,0,0,15,0x8104,CRC Ok
11665,11652,"2024-11-21,01:00:00",542527.5555,542527.5555,286639,286639,285,2.122,16.0770636,27.97,0.99829,2.00302,0,14,0,0,15,0x8104,CRC Ok
11666,11653,"2024-11-21,02:00:00",543092.8312,543092.8312,286924,286924,285,2.1071,15.86095698,27.92,0.99833,1.98918,0,14,0,0,15,0x8104,CRC Ok
11667,11654,"2024-11-21,03:00:00",543659.2184,543659.2184,287209,287209,249,2.09755,15.72244569,27.82,0.99833,1.9808,0,14,0,0,15,0x8104,CRC Ok
11668,11655,"2024-11-21,04:00:00",544154.7732,544154.7732,287458,287458,40,2.11894,16.03268197,27.73,0.99829,2.00174,0,14,0,0,15,0x8104,CRC Ok
11669,11656,"2024-11-21,05:00:00",544234.6807,544234.6807,287498,287498,180,2.19743,17.17108523,27.16,0.99812,2.08014,0,14,0,0,15,0x8104,CRC Ok
11670,11657,"2024-11-21,06:00:00",544592.5353,544592.5353,287678,287678,275,2.14664,16.43443723,27.09,0.99821,2.03241,0,14,0,0,15,0x8104,CRC Ok
11671,11658,"2024-11-21,07:00:00",545136.9359,545136.9359,287953,287953,288,2.10873,15.88459817,27.81,0.99831,1.9915,0,14,0,0,15,0x8104,CRC Ok
11672,11659,"2024-11-21,08:00:00",545706.783,545706.783,288241,288241,254,2.09778,15.72578156,28.05,0.99835,1.9795,0,14,0,0,15,0x8104,CRC Ok
11673,11660,"2024-11-21,09:00:00",546209.048,546209.048,288495,288495,283,2.1239,16.10462082,28.16,0.9983,2.00349,0,14,0,0,15,0x8104,CRC Ok
11674,11661,"2024-11-21,10:00:00",546767.2493,546767.2493,288778,288778,290,2.0924,15.64775112,28.39,0.99838,1.97214,0,14,0,0,15,0x8104,CRC Ok
11675,11662,"2024-11-21,11:00:00",547337.7095,547337.7095,289068,289068,293,2.08854,15.59176645,28.55,0.99839,1.96741,0,14,0,0,15,0x8104,CRC Ok
11676,11663,"2024-11-21,12:00:00",547906.6059,547906.6059,289361,289361,279,2.05903,15.16375931,28.69,0.99844,1.93864,0,14,0,0,15,0x8104,CRC Ok
11677,11664,"2024-11-21,13:00:00",548436.5104,548436.5104,289640,289640,279,2.01499,14.52501196,28.78,0.99853,1.89645,0,14,0,0,15,0x8104,CRC Ok
11678,11665,"2024-11-21,14:00:00",548966.998,548966.998,289919,289919,279,2.01933,14.58795845,28.8,0.99853,1.90036,0,14,0,0,15,0x8104,CRC Ok
11679,11666,"2024-11-21,15:00:00",549509.0193,549509.0193,290198,290198,311,2.06387,15.23395771,28.8,0.99844,1.94248,0,14,0,0,15,0x8104,CRC Ok
11680,11667,"2024-11-21,16:00:00",550116.1125,550116.1125,290509,290509,338,2.07115,15.33954537,28.76,0.99843,1.94963,0,14,0,0,15,0x8104,CRC Ok
11681,11668,"2024-11-21,17:00:00",550766.7622,550766.7622,290847,290847,282,2.05147,15.05411059,28.69,0.99846,1.93149,0,14,0,0,15,0x8104,CRC Ok
11682,11669,"2024-11-21,18:00:00",551259.0821,551259.0821,291129,291129,0,1.86266,12.31564811,28.63,0.99878,1.75351,0,14,0,0,15,0x8104,CRC Ok
11683,11670,"2024-11-21,19:00:00",551259.0821,551259.0821,291129,291129,0,2.06281,15.21858368,28.36,0.99843,1.94436,0,14,0,0,15,0x8104,CRC Ok
11684,11671,"2024-11-21,20:00:00",551259.0821,551259.0821,291129,291129,0,2.0707,15.33301866,27.88,0.99839,1.95495,0,14,0,0,15,0x8104,CRC Ok
11685,11672,"2024-11-21,21:00:00",551259.0821,551259.0821,291129,291129,0,2.06989,15.32127058,27.42,0.99837,1.95722,0,14,0,0,15,0x8104,CRC Ok
11686,11673,"2024-11-21,22:00:00",551259.0821,551259.0821,291129,291129,0,2.06981,15.32011028,27,0.99835,1.95991,0,14,0,0,15,0x8104,CRC Ok
11687,11674,"2024-11-21,23:00:00",551259.0821,551259.0821,291129,291129,277,2.07026,15.32663699,26.62,0.99834,1.96283,0,14,0,0,15,0x8104,CRC Ok
11688,11675,"2024-11-22,00:00:00",551801.2814,551801.2814,291406,291406,290,2.07014,15.32489653,27.71,0.99839,1.95553,0,14,0,0,15,0x8104,CRC Ok
11689,11676,"2024-11-22,01:00:00",552368.3518,552368.3518,291696,291696,290,2.07138,15.34288124,28.16,0.9984,1.95377,0,14,0,0,15,0x8104,CRC Ok
11690,11677,"2024-11-22,02:00:00",552935.5702,552935.5702,291986,291986,286,2.07275,15.36275145,28.07,0.9984,1.95565,0,14,0,0,15,0x8104,CRC Ok
11691,11678,"2024-11-22,03:00:00",553494.909,553494.909,292272,292272,276,2.06863,15.30299579,28.05,0.9984,1.95186,0,14,0,0,15,0x8104,CRC Ok
11692,11679,"2024-11-22,04:00:00",554035.3207,554035.3207,292548,292548,288,2.06978,15.31967516,27.99,0.99839,1.95337,0,14,0,0,15,0x8104,CRC Ok
11693,11680,"2024-11-22,05:00:00",554600.4624,554600.4624,292836,292836,118,2.07392,15.3797209,27.92,0.99838,1.95778,0,14,0,0,15,0x8104,CRC Ok
11694,11681,"2024-11-22,06:00:00",554831.6868,554831.6868,292954,292954,238,2.16091,16.64140646,27.52,0.99821,2.04297,0,14,0,0,15,0x8104,CRC Ok
11695,11682,"2024-11-22,07:00:00",555296.8664,555296.8664,293192,293192,356,2.11167,15.92723935,27.65,0.99831,1.99536,0,14,0,0,15,0x8104,CRC Ok
11696,11683,"2024-11-22,08:00:00",555993.7785,555993.7785,293548,293548,303,2.0833,15.51576654,27.85,0.99836,1.96714,0,14,0,0,15,0x8104,CRC Ok
11697,11684,"2024-11-22,09:00:00",556587.9252,556587.9252,293851,293851,315,2.0968,15.71156784,27.92,0.99834,1.97946,0,14,0,0,15,0x8104,CRC Ok
11698,11685,"2024-11-22,10:00:00",557202.0778,557202.0778,294166,294166,383,2.06239,15.21249208,28.11,0.9984,1.9456,0,14,0,0,15,0x8104,CRC Ok
11699,11686,"2024-11-22,11:00:00",557930.9764,557930.9764,294549,294549,304,2.01991,14.59637066,28.21,0.99849,1.90471,0,14,0,0,15,0x8104,CRC Ok
11700,11687,"2024-11-22,12:00:00",558488.2735,558488.2735,294853,294853,325,1.9532,13.62882216,28.31,0.99861,1.841,0,14,0,0,15,0x8104,CRC Ok
11701,11688,"2024-11-22,13:00:00",559120.6535,559120.6535,295178,295178,339,2.05864,15.15810283,28.39,0.99844,1.94021,0,14,0,0,15,0x8104,CRC Ok
11702,11689,"2024-11-22,14:00:00",559783.259,559783.259,295517,295517,306,2.07448,15.38784302,28.37,0.99841,1.95527,0,14,0,0,15,0x8104,CRC Ok
11703,11690,"2024-11-22,15:00:00",560381.1312,560381.1312,295823,295823,477,2.07336,15.37159877,28.29,0.99841,1.95479,0,14,0,0,15,0x8104,CRC Ok
11704,11691,"2024-11-22,16:00:00",561315.8334,561315.8334,296300,296300,472,2.07681,15.42163688,28.14,0.9984,1.95903,0,14,0,0,15,0x8104,CRC Ok
11705,11692,"2024-11-22,17:00:00",562241.4105,562241.4105,296772,296772,321,2.07823,15.44223227,27.96,0.99838,1.96155,0,14,0,0,15,0x8104,CRC Ok
11706,11693,"2024-11-22,18:00:00",562872.1935,562872.1935,297093,297093,0,2.10343,15.80772803,27.86,0.99833,1.98614,0,14,0,0,15,0x8104,CRC Ok
11707,11694,"2024-11-22,19:00:00",562872.1935,562872.1935,297093,297093,0,2.18648,17.01226862,27.7,0.99815,2.066,0,14,0,0,15,0x8104,CRC Ok
11708,11695,"2024-11-22,20:00:00",562872.1935,562872.1935,297093,297093,0,2.11099,15.91737676,27.39,0.99827,1.99649,0,14,0,0,15,0x8104,CRC Ok
11709,11696,"2024-11-22,21:00:00",562872.1935,562872.1935,297093,297093,0,2.0648,15.24744624,27.03,0.99836,1.95496,0,14,0,0,15,0x8104,CRC Ok
11710,11697,"2024-11-22,22:00:00",562872.1935,562872.1935,297093,297093,0,2.06538,15.25585844,26.69,0.99835,1.95773,0,14,0,0,15,0x8104,CRC Ok
11711,11698,"2024-11-22,23:00:00",562872.1935,562872.1935,297093,297093,292,2.06723,15.28269047,26.38,0.99833,1.96155,0,14,0,0,15,0x8104,CRC Ok
11712,11699,"2024-11-23,00:00:00",563447.2388,563447.2388,297385,297385,336,2.07543,15.40162163,27.01,0.99833,1.96522,0,14,0,0,15,0x8104,CRC Ok
11713,11700,"2024-11-23,01:00:00",564108.0234,564108.0234,297721,297721,354,2.08182,15.49430092,27.57,0.99835,1.96756,0,14,0,0,15,0x8104,CRC Ok
11714,11701,"2024-11-23,02:00:00",564804.7803,564804.7803,298075,298075,249,2.08179,15.4938658,27.52,0.99837,1.9678,0,14,0,0,15,0x8104,CRC Ok
11715,11702,"2024-11-23,03:00:00",565295.4953,565295.4953,298324,298324,31,2.10228,15.79104866,27.44,0.99831,1.98788,0,14,0,0,15,0x8104,CRC Ok
11716,11703,"2024-11-23,04:00:00",565356.6599,565356.6599,298355,298355,19,2.16892,16.7575819,26.91,0.99815,2.05478,0,14,0,0,15,0x8104,CRC Ok
11717,11704,"2024-11-23,05:00:00",565394.2054,565394.2054,298374,298374,126,2.16733,16.73452085,26.25,0.99813,2.05785,0,14,0,0,15,0x8104,CRC Ok
11718,11705,"2024-11-23,06:00:00",565643.0836,565643.0836,298500,298500,274,2.15898,16.61341412,26.28,0.99814,2.04975,0,14,0,0,15,0x8104,CRC Ok
11719,11706,"2024-11-23,07:00:00",566182.9827,566182.9827,298774,298774,254,2.09229,15.6461557,27.17,0.99832,1.98015,0,14,0,0,15,0x8104,CRC Ok
11720,11707,"2024-11-23,08:00:00",566683.4504,566683.4504,299028,299028,454,2.11169,15.92752942,27.38,0.9983,1.99716,0,14,0,0,15,0x8104,CRC Ok
11721,11708,"2024-11-23,09:00:00",567575.9526,567575.9526,299482,299482,470,2.08067,15.47762155,27.57,0.99836,1.96644,0,14,0,0,15,0x8104,CRC Ok
11722,11709,"2024-11-23,10:00:00",568500.3235,568500.3235,299952,299952,337,2.07977,15.46456813,27.63,0.99835,1.9652,0,14,0,0,15,0x8104,CRC Ok
11723,11710,"2024-11-23,11:00:00",569162.4392,569162.4392,300289,300289,342,2.0968,15.71156784,27.75,0.99833,1.98058,0,14,0,0,15,0x8104,CRC Ok
11724,11711,"2024-11-23,12:00:00",569833.871,569833.871,300631,300631,340,2.07731,15.42888878,27.79,0.99837,1.96183,0,14,0,0,15,0x8104,CRC Ok
11725,11712,"2024-11-23,13:00:00",570500.7963,570500.7963,300971,300971,269,2.09901,15.74362124,27.82,0.99833,1.98223,0,14,0,0,15,0x8104,CRC Ok
11726,11713,"2024-11-23,14:00:00",571027.9458,571027.9458,301240,301240,292,2.08411,15.52751462,27.89,0.99837,1.96757,0,14,0,0,15,0x8104,CRC Ok
11727,11714,"2024-11-23,15:00:00",571600.4255,571600.4255,301532,301532,275,2.07655,15.41786589,27.94,0.99838,1.9601,0,14,0,0,15,0x8104,CRC Ok
11728,11715,"2024-11-23,16:00:00",572139.7213,572139.7213,301807,301807,293,2.08632,15.55956802,27.91,0.99835,1.9696,0,14,0,0,15,0x8104,CRC Ok
11729,11716,"2024-11-23,17:00:00",572713.9894,572713.9894,302100,302100,236,2.0716,15.34607208,27.81,0.99839,1.95626,0,14,0,0,15,0x8104,CRC Ok
11730,11717,"2024-11-23,18:00:00",573176.3681,573176.3681,302336,302336,0,2.11105,15.91824699,27.77,0.99829,1.994,0,14,0,0,15,0x8104,CRC Ok
11731,11718,"2024-11-23,19:00:00",573176.3681,573176.3681,302336,302336,0,2.20244,17.24374927,27.57,0.99811,2.08207,0,14,0,0,15,0x8104,CRC Ok
11732,11719,"2024-11-23,20:00:00",573176.3681,573176.3681,302336,302336,0,2.12566,16.13014751,27.25,0.99824,2.01134,0,14,0,0,15,0x8104,CRC Ok
11733,11720,"2024-11-23,21:00:00",573176.3681,573176.3681,302336,302336,0,2.06729,15.2835607,26.92,0.99834,1.95805,0,14,0,0,15,0x8104,CRC Ok
11734,11721,"2024-11-23,22:00:00",573176.3681,573176.3681,302336,302336,0,2.06278,15.21814856,26.54,0.99835,1.95628,0,14,0,0,15,0x8104,CRC Ok
11735,11722,"2024-11-23,23:00:00",573176.3681,573176.3681,302336,302336,283,2.06393,15.23482793,26.09,0.99832,1.96034,0,14,0,0,15,0x8104,CRC Ok
11736,11723,"2024-11-24,00:00:00",573734.9769,573734.9769,302619,302619,76,2.07711,15.42598802,26.83,0.99833,1.96803,0,14,0,0,15,0x8104,CRC Ok
11737,11724,"2024-11-24,01:00:00",573885.6133,573885.6133,302695,302695,254,2.1547,16.55133786,27.01,0.99819,2.04058,0,14,0,0,15,0x8104,CRC Ok
11738,11725,"2024-11-24,02:00:00",574386.324,574386.324,302949,302949,284,2.09946,15.75014795,26.97,0.99829,1.98836,0,14,0,0,15,0x8104,CRC Ok
11739,11726,"2024-11-24,03:00:00",574946.4973,574946.4973,303233,303233,177,2.08347,15.51823219,27.05,0.99833,1.97259,0,14,0,0,15,0x8104,CRC Ok
11740,11727,"2024-11-24,04:00:00",575296.6547,575296.6547,303410,303410,40,2.12916,16.18091081,26.8,0.99823,2.01774,0,14,0,0,15,0x8104,CRC Ok
11741,11728,"2024-11-24,05:00:00",575375.7773,575375.7773,303450,303450,156,2.16483,16.69826135,26.07,0.99812,2.05679,0,14,0,0,15,0x8104,CRC Ok
11742,11729,"2024-11-24,06:00:00",575684.3825,575684.3825,303606,303606,251,2.1174,16.01034612,26.1,0.99822,2.0113,0,14,0,0,15,0x8104,CRC Ok
11743,11730,"2024-11-24,07:00:00",576179.1251,576179.1251,303857,303857,260,2.09901,15.74362124,26.79,0.99828,1.98909,0,14,0,0,15,0x8104,CRC Ok
11744,11731,"2024-11-24,08:00:00",576691.504,576691.504,304117,304117,283,2.10721,15.8625524,27.08,0.99829,1.99494,0,14,0,0,15,0x8104,CRC Ok
11745,11732,"2024-11-24,09:00:00",577248.62,577248.62,304400,304400,228,2.07983,15.46543835,27.34,0.99834,1.96723,0,14,0,0,15,0x8104,CRC Ok
11746,11733,"2024-11-24,10:00:00",577696.3539,577696.3539,304628,304628,283,2.09985,15.75580443,27.46,0.99831,1.98543,0,14,0,0,15,0x8104,CRC Ok
11747,11734,"2024-11-24,11:00:00",578250.7383,578250.7383,304911,304911,296,2.0756,15.40408728,27.73,0.99838,1.96056,0,14,0,0,15,0x8104,CRC Ok
11748,11735,"2024-11-24,12:00:00",578829.7539,578829.7539,305207,305207,313,2.07266,15.36144611,27.88,0.99839,1.95682,0,14,0,0,15,0x8104,CRC Ok
11749,11736,"2024-11-24,13:00:00",579440.6783,579440.6783,305520,305520,275,2.06549,15.25745386,27.99,0.9984,1.94928,0,14,0,0,15,0x8104,CRC Ok
11750,11737,"2024-11-24,14:00:00",579978.665,579978.665,305795,305795,310,2.08423,15.52925507,28.04,0.99836,1.96675,0,14,0,0,15,0x8104,CRC Ok
11751,11738,"2024-11-24,15:00:00",580585.2893,580585.2893,306105,306105,288,2.0751,15.39683538,28,0.99838,1.95833,0,14,0,0,15,0x8104,CRC Ok
11752,11739,"2024-11-24,16:00:00",581149.9422,581149.9422,306393,306393,274,2.07739,15.43004908,27.9,0.99838,1.96116,0,14,0,0,15,0x8104,CRC Ok
11753,11740,"2024-11-24,17:00:00",581687.905,581687.905,306667,306667,230,2.09114,15.62947633,27.84,0.99835,1.97463,0,14,0,0,15,0x8104,CRC Ok
11754,11741,"2024-11-24,18:00:00",582139.334,582139.334,306897,306897,0,2.11105,15.91824699,27.77,0.99829,1.99403,0,14,0,0,15,0x8104,CRC Ok
11755,11742,"2024-11-24,19:00:00",582139.334,582139.334,306897,306897,0,2.18715,17.02198617,27.43,0.99814,2.06847,0,14,0,0,15,0x8104,CRC Ok
11756,11743,"2024-11-24,20:00:00",582139.334,582139.334,306897,306897,0,2.11032,15.90765922,26.94,0.99826,1.99888,0,14,0,0,15,0x8104,CRC Ok
11757,11744,"2024-11-24,21:00:00",582139.334,582139.334,306897,306897,0,2.06314,15.22336993,26.43,0.99833,1.95735,0,14,0,0,15,0x8104,CRC Ok
11758,11745,"2024-11-24,22:00:00",582139.334,582139.334,306897,306897,0,2.06337,15.22670581,25.95,0.99832,1.96072,0,14,0,0,15,0x8104,CRC Ok
11759,11746,"2024-11-24,23:00:00",582139.334,582139.334,306897,306897,283,2.06454,15.24367525,25.51,0.99829,1.96478,0,14,0,0,15,0x8104,CRC Ok
11760,11747,"2024-11-25,00:00:00",582697.601,582697.601,307180,307180,296,2.08697,15.56899549,26.73,0.99831,1.97807,0,14,0,0,15,0x8104,CRC Ok
11761,11748,"2024-11-25,01:00:00",583280.9948,583280.9948,307476,307476,289,2.08641,15.56087336,27.24,0.99832,1.97414,0,14,0,0,15,0x8104,CRC Ok
11762,11749,"2024-11-25,02:00:00",583851.1624,583851.1624,307765,307765,289,2.08339,15.51707188,27.14,0.99832,1.97189,0,14,0,0,15,0x8104,CRC Ok
11763,11750,"2024-11-25,03:00:00",584422.114,584422.114,308054,308054,280,2.08571,15.5507207,27.02,0.99831,1.97492,0,14,0,0,15,0x8104,CRC Ok
11764,11751,"2024-11-25,04:00:00",584975.66,584975.66,308334,308334,291,2.09912,15.74521666,26.93,0.99829,1.98831,0,14,0,0,15,0x8104,CRC Ok
11765,11752,"2024-11-25,05:00:00",585550.3817,585550.3817,308625,308625,273,2.09148,15.63440762,26.87,0.99831,1.98136,0,14,0,0,15,0x8104,CRC Ok
11766,11753,"2024-11-25,06:00:00",586089.5768,586089.5768,308898,308898,285,2.10189,15.78539218,26.85,0.99828,1.99145,0,14,0,0,15,0x8104,CRC Ok
11767,11754,"2024-11-25,07:00:00",586651.7594,586651.7594,309183,309183,289,2.10158,15.780896,26.99,0.99829,1.99023,0,14,0,0,15,0x8104,CRC Ok
11768,11755,"2024-11-25,08:00:00",587221.6269,587221.6269,309472,309472,288,2.09136,15.63266717,27.15,0.99831,1.97941,0,14,0,0,15,0x8104,CRC Ok
11769,11756,"2024-11-25,09:00:00",587789.3502,587789.3502,309760,309760,286,2.09473,15.68154497,27.28,0.99832,1.98174,0,14,0,0,15,0x8104,CRC Ok
11770,11757,"2024-11-25,10:00:00",588351.7932,588351.7932,310046,310046,288,2.10327,15.80540743,27.48,0.99831,1.98852,0,14,0,0,15,0x8104,CRC Ok
11771,11758,"2024-11-25,11:00:00",588916.6354,588916.6354,310334,310334,267,2.09293,15.65543813,27.66,0.99834,1.97748,0,14,0,0,15,0x8104,CRC Ok
11772,11759,"2024-11-25,12:00:00",589440.0757,589440.0757,310601,310601,325,2.11346,15.95320115,27.76,0.9983,1.99628,0,14,0,0,15,0x8104,CRC Ok
11773,11760,"2024-11-25,13:00:00",590075.8924,590075.8924,310926,310926,342,2.11432,15.96567442,27.88,0.99832,1.99632,0,14,0,0,15,0x8104,CRC Ok
11774,11761,"2024-11-25,14:00:00",590743.664,590743.664,311268,311268,315,2.09629,15.7041709,27.94,0.99834,1.97882,0,14,0,0,15,0x8104,CRC Ok
11775,11762,"2024-11-25,15:00:00",591359.5521,591359.5521,311583,311583,291,2.08022,15.47109484,27.93,0.99837,1.96365,0,14,0,0,15,0x8104,CRC Ok
